rowIndex,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,hasClaim
24229,0.132,498,5,1,0,32,1,59,0,106,5,9,4,3,6,4,17,1,1
24230,0.083,167,8,1,1,32,1,35,0,72,5,8,4,3,5,4,13,0,1
24231,0.33299999999999996,422,1,0,0,34,1,56,0,50,5,7,2,1,5,2,15,2,1
24232,0.591,534,8,0,0,39,0,77,1,50,5,4,4,3,4,2,8,1,1
24233,0.249,72,8,1,0,32,1,49,0,126,5,13,4,3,7,5,11,2,1
24234,0.249,124,4,0,1,32,1,34,1,80,5,4,4,3,3,1,3,0,1
24235,0.083,311,0,1,0,32,0,43,0,50,3,7,4,3,5,4,16,1,1
24236,0.7490000000000001,154,8,1,0,32,1,35,0,95,5,8,4,1,4,5,11,1,1
24237,0.9570000000000001,373,1,1,0,27,2,54,0,50,6,12,4,3,5,0,20,1,1
24238,0.33299999999999996,108,6,1,1,32,1,32,0,68,5,8,2,1,4,4,13,1,1
24239,0.6659999999999999,569,1,1,0,5,2,66,0,50,4,11,2,1,5,4,16,1,1
24240,0.342,516,0,0,1,32,1,61,0,50,5,6,4,3,4,2,5,1,1
24241,0.41600000000000004,207,8,1,0,29,2,35,0,80,6,12,4,3,3,3,1,1,1
24242,0.833,416,1,1,0,27,2,53,0,50,7,8,2,1,3,4,17,1,1
24243,0.353,109,6,0,1,34,2,33,0,95,5,7,4,3,6,2,20,2,1
24244,1.0,181,6,1,0,32,1,35,0,60,5,6,4,3,6,4,15,1,1
24245,0.036000000000000004,160,8,1,1,32,1,38,0,76,5,14,4,1,5,3,11,1,1
24246,0.124,395,7,1,0,32,1,51,0,75,4,14,5,1,4,3,13,0,1
24247,0.583,239,7,1,0,32,1,41,0,80,8,5,4,1,2,2,3,1,1
24248,0.079,24,8,0,0,32,0,41,0,90,5,5,4,3,3,2,11,1,1
24249,0.08800000000000001,40,8,1,1,10,1,24,0,85,5,5,1,3,3,2,4,1,1
24250,0.302,578,1,0,0,39,0,79,0,50,5,6,4,3,3,2,17,1,1
24251,0.9129999999999999,148,0,1,0,32,1,30,0,68,6,18,4,3,5,3,6,0,1
24252,0.41600000000000004,210,5,1,0,32,2,35,0,50,5,7,4,3,7,2,17,1,1
24253,0.6659999999999999,146,7,1,0,32,0,38,0,100,5,3,4,3,1,2,20,1,1
24254,0.41600000000000004,435,8,1,0,25,3,55,0,50,5,3,1,3,3,2,9,1,1
24255,0.833,280,5,0,0,32,0,47,0,50,3,11,4,3,5,3,16,1,1
24256,0.083,406,0,0,1,32,2,53,0,50,5,6,4,3,6,2,18,1,1
24257,1.0,206,3,0,0,32,1,36,0,50,5,4,4,3,2,1,16,1,1
24258,0.75,161,1,0,0,32,0,40,1,73,4,15,5,1,3,3,17,2,1
24259,0.107,451,5,0,0,32,1,70,1,100,5,5,4,3,3,2,19,1,1
24260,0.249,193,8,1,0,32,1,34,0,50,5,5,1,3,5,2,17,1,1
24261,0.583,283,1,0,1,32,0,41,1,50,5,4,4,3,3,1,17,1,1
24262,0.6659999999999999,338,1,1,0,32,1,59,0,50,5,12,2,1,8,4,17,0,1
24263,0.9159999999999999,16,1,0,0,32,0,24,0,95,5,7,4,3,5,4,19,0,1
24264,0.608,534,1,0,0,0,2,65,0,50,6,13,5,3,9,4,2,2,1
24265,0.7609999999999999,162,8,1,1,32,1,32,0,76,5,1,1,3,1,2,17,1,1
24266,0.08800000000000001,239,3,1,1,0,2,38,0,54,6,14,4,3,9,4,8,2,1
24267,0.5,390,5,0,0,34,1,52,1,50,7,3,4,3,1,1,14,1,1
24268,0.583,342,5,0,0,32,2,47,0,50,5,3,4,3,3,1,13,1,1
24269,0.26,101,2,1,1,32,2,26,0,64,8,4,4,1,3,2,12,0,1
24270,0.348,274,7,0,0,29,2,41,0,100,5,4,4,1,3,2,12,1,1
24271,0.325,2,4,0,1,10,1,21,0,100,5,5,4,3,3,2,19,1,1
24272,0.249,328,2,1,1,32,1,46,0,90,2,15,4,3,9,5,16,0,1
24273,0.98,48,8,1,1,25,1,29,0,85,7,5,1,3,2,4,18,1,1
24274,0.222,244,0,1,0,44,1,39,0,57,6,16,4,3,9,5,10,0,1
24275,0.5710000000000001,482,8,1,0,39,0,67,0,50,5,14,4,3,8,5,16,1,1
24276,0.247,320,4,1,0,34,1,45,0,50,4,13,4,3,6,3,8,0,1
24277,0.35,119,8,1,1,32,1,30,0,80,5,2,1,3,2,2,10,1,1
24278,0.41600000000000004,170,8,0,0,32,1,33,0,58,5,10,4,3,6,2,13,2,1
24279,0.6659999999999999,376,7,1,0,32,0,60,0,50,4,12,5,1,4,3,18,1,1
24280,0.7490000000000001,523,4,1,0,39,0,77,0,50,5,8,4,3,6,4,15,1,1
24281,0.289,419,1,1,0,32,0,55,1,76,5,4,4,3,4,1,3,2,1
24282,1.0,531,8,0,0,39,0,69,0,50,5,7,4,3,4,2,13,1,1
24283,0.7879999999999999,546,3,0,0,39,0,70,0,50,5,4,4,3,3,1,18,1,1
24284,0.11599999999999999,160,2,0,0,0,0,31,1,68,5,6,4,3,4,2,15,1,1
24285,0.5,355,4,0,0,32,1,50,0,50,2,16,4,3,9,5,15,0,1
24286,0.618,499,3,1,0,32,2,59,0,50,5,16,4,3,9,3,7,2,1
24287,0.035,334,4,1,0,32,0,47,0,53,7,11,4,3,7,5,15,0,1
24288,0.75,507,0,0,0,39,0,73,0,50,5,8,4,3,6,2,15,1,1
24289,0.002,139,1,0,0,32,0,35,0,72,5,3,4,3,4,2,20,2,1
24290,1.0,224,8,1,0,32,1,39,0,68,5,5,1,3,5,2,6,1,1
24291,0.41600000000000004,79,3,0,0,32,1,37,0,118,5,6,4,1,4,2,13,2,1
24292,0.833,581,7,1,0,39,0,67,0,50,8,6,4,1,1,4,11,1,1
24293,0.5,284,8,1,0,32,2,54,0,50,4,14,5,1,3,3,17,0,1
24294,0.736,160,8,0,1,32,2,31,0,50,5,2,1,3,2,2,18,1,1
24295,0.149,137,6,0,0,34,0,30,1,90,5,3,4,3,3,2,9,1,1
24296,0.083,266,8,0,0,32,0,40,1,64,5,0,1,3,1,0,16,1,1
24297,0.67,161,7,1,1,25,0,33,0,90,5,3,4,3,1,2,11,1,1
24298,0.368,210,4,0,1,32,0,35,1,57,2,4,5,3,1,1,15,1,1
24299,0.345,110,8,1,0,32,1,49,0,100,5,12,4,3,8,3,17,1,1
24300,0.053,258,6,0,0,32,0,41,0,68,5,1,4,3,2,1,11,0,1
24301,0.215,554,2,0,0,39,0,82,0,50,5,7,4,3,3,2,14,0,1
24302,0.083,305,3,1,0,32,1,45,0,50,5,5,4,3,4,2,19,1,1
24303,0.11699999999999999,298,0,1,0,0,1,42,0,70,6,17,2,1,6,3,8,2,1
24304,0.9159999999999999,389,7,0,1,32,1,50,0,58,5,14,4,3,8,5,7,1,1
24305,0.503,255,0,0,1,32,0,40,0,60,1,10,4,3,7,4,11,0,1
24306,0.6609999999999999,459,0,0,0,44,2,57,0,55,5,14,4,3,8,4,16,2,1
24307,0.439,674,5,1,0,39,0,75,1,50,7,8,4,3,5,4,10,1,1
24308,0.401,150,6,0,0,32,0,42,0,95,5,4,4,3,4,4,20,1,1
24309,0.2,359,5,1,0,29,1,49,0,85,5,4,4,3,3,1,13,1,1
24310,0.7490000000000001,253,2,0,0,32,1,39,1,60,5,9,4,3,7,2,7,2,1
24311,0.6659999999999999,112,1,1,1,32,1,41,0,68,1,10,4,3,7,2,20,0,1
24312,0.062,93,4,0,1,32,1,29,0,95,1,11,4,3,6,4,7,1,1
24313,0.9159999999999999,347,1,0,0,0,1,52,0,95,5,4,4,3,3,2,13,1,1
24314,0.207,451,1,1,0,44,2,63,0,114,5,20,4,3,9,3,19,0,1
24315,0.002,157,7,0,0,32,2,32,0,51,5,8,4,3,6,5,12,1,1
24316,0.75,531,7,1,0,32,1,66,0,50,5,20,4,3,8,3,16,0,1
24317,0.41600000000000004,593,2,1,0,27,2,69,0,50,8,13,2,1,3,0,8,1,1
24318,0.33299999999999996,204,3,1,1,32,2,36,0,125,5,6,4,3,4,2,16,1,1
24319,0.583,429,8,1,0,29,2,56,0,50,2,15,4,3,9,5,4,0,1
24320,0.583,228,5,1,1,34,1,37,0,50,6,12,4,3,5,3,8,0,1
24321,0.762,163,8,1,1,32,0,43,0,85,5,6,1,3,4,5,20,1,1
24322,0.147,69,5,1,1,32,1,24,0,85,5,6,4,1,4,2,20,2,1
24323,1.0,156,1,1,0,32,1,31,0,60,7,15,2,1,8,5,16,2,1
24324,0.433,378,8,1,0,39,0,68,0,50,5,17,5,1,8,3,16,1,1
24325,0.24600000000000002,119,8,0,1,32,0,28,0,95,5,7,4,3,6,4,11,1,1
24326,0.5,156,8,1,0,32,1,32,1,85,7,9,5,1,5,4,10,1,1
24327,0.42200000000000004,131,4,1,1,34,0,31,0,118,5,11,2,1,7,4,19,1,1
24328,0.8109999999999999,385,6,0,0,0,2,52,0,50,5,8,5,1,5,4,11,2,1
24329,0.608,175,8,1,1,32,1,37,0,100,5,4,4,1,3,2,17,1,1
24330,0.166,161,8,1,1,32,1,31,0,90,1,1,1,3,3,0,15,1,1
24331,0.5,88,2,0,0,32,0,38,0,100,7,3,4,3,3,1,13,1,1
24332,0.083,367,3,0,0,32,1,50,0,50,7,11,2,1,6,5,20,1,1
24333,0.17600000000000002,349,1,1,1,36,1,49,0,50,5,7,4,3,6,2,11,0,1
24334,0.166,212,5,1,0,32,1,37,0,95,5,4,4,1,3,2,18,1,1
24335,0.583,20,1,0,1,32,1,28,0,95,5,6,2,1,4,2,13,0,1
24336,0.249,475,2,0,0,20,0,58,0,50,3,11,2,1,5,4,16,1,1
24337,0.52,246,4,1,1,34,1,38,1,56,5,10,4,3,7,5,20,1,1
24338,0.606,143,2,1,1,32,1,35,0,95,5,5,4,3,3,2,13,1,1
24339,0.833,286,3,0,0,32,0,46,0,50,7,7,4,3,2,4,12,1,1
24340,0.38299999999999995,507,0,0,0,39,0,70,1,50,5,3,4,3,3,1,15,0,1
24341,0.46399999999999997,123,6,1,1,34,0,29,0,90,5,5,4,3,3,2,14,1,1
24342,0.6659999999999999,449,1,0,0,0,2,55,0,50,5,9,4,3,4,2,8,2,1
24343,0.002,177,6,0,1,0,2,32,0,72,5,4,4,3,4,2,16,1,1
24344,0.833,627,1,1,0,39,0,77,0,50,5,8,2,1,5,2,19,1,1
24345,0.079,239,6,1,0,32,1,45,0,57,5,9,4,3,7,5,19,1,1
24346,0.33299999999999996,129,2,0,0,32,1,42,0,85,7,12,2,1,8,4,10,1,1
24347,0.9109999999999999,72,1,0,1,32,1,28,1,72,1,5,5,3,1,1,16,1,1
24348,1.0,110,1,1,0,32,2,29,0,60,4,10,4,3,6,4,7,1,1
24349,0.192,55,8,1,1,32,1,26,0,80,5,2,4,3,3,2,12,1,1
24350,0.583,588,3,0,0,0,1,73,0,50,5,10,4,3,7,2,6,2,1
24351,0.41600000000000004,358,5,1,0,29,2,49,0,95,8,9,4,1,0,0,7,1,1
24352,0.083,367,3,0,0,32,1,50,0,50,7,11,2,1,6,5,20,1,1
24353,0.6609999999999999,138,3,1,1,32,0,32,1,90,2,9,4,3,7,4,6,1,1
24354,0.32899999999999996,162,8,0,1,32,1,33,0,80,5,4,1,3,5,2,13,0,1
24355,0.524,415,4,1,1,32,1,54,0,54,2,15,4,3,9,5,13,0,1
24356,0.733,96,8,1,1,32,1,29,0,76,5,7,1,3,6,5,20,1,1
24357,0.945,45,1,1,0,32,0,26,0,100,4,11,2,1,4,4,12,0,1
24358,0.633,132,5,1,0,32,1,34,0,54,5,14,4,3,7,5,9,1,1
24359,0.083,41,7,1,0,32,2,26,0,118,5,3,4,3,5,2,6,1,1
24360,0.833,165,8,1,1,32,1,53,0,95,6,18,4,3,8,3,7,1,1
24361,0.9159999999999999,323,3,0,0,32,1,56,0,90,5,4,4,3,2,1,12,0,1
24362,0.03,95,1,1,0,10,1,25,0,95,5,10,4,3,6,2,6,1,1
24363,0.6659999999999999,321,6,1,0,29,2,45,0,50,8,6,4,1,1,4,14,1,1
24364,0.25,312,5,1,0,32,1,46,0,50,5,5,4,1,4,2,18,1,1
24365,0.907,85,8,0,1,32,0,25,0,68,5,3,4,3,2,1,15,1,1
24366,0.45,504,3,0,0,39,0,81,0,50,5,8,4,3,8,2,6,1,1
24367,0.833,627,1,1,0,39,0,77,0,50,5,8,2,1,5,2,19,1,1
24368,0.9159999999999999,423,2,0,0,32,0,53,0,90,5,7,4,3,7,4,14,2,1
24369,0.083,101,2,1,0,32,1,36,0,68,5,7,4,3,6,2,19,1,1
24370,0.6920000000000001,561,5,1,0,39,0,74,0,68,5,11,4,3,5,2,17,1,1
24371,1.0,339,6,1,0,32,1,46,0,50,6,10,4,3,4,5,16,1,1
24372,0.49700000000000005,304,0,1,0,5,2,44,0,62,7,19,2,1,9,3,17,0,1
24373,0.249,186,2,1,1,32,0,33,0,72,1,7,5,3,1,1,6,2,1
24374,0.45299999999999996,582,3,0,0,39,0,80,0,77,5,7,4,3,6,2,16,1,1
24375,0.687,467,4,0,0,32,0,57,0,50,5,18,4,3,9,3,19,0,1
24376,0.9440000000000001,269,8,1,0,32,1,40,1,50,1,7,1,3,3,2,13,1,1
24377,0.042,74,5,0,1,10,1,24,0,100,5,4,4,3,3,1,17,1,1
24378,0.038,567,3,1,0,39,0,65,0,50,5,17,4,3,9,3,9,2,1
24379,0.33299999999999996,239,3,0,0,20,0,39,0,50,5,1,4,3,1,1,16,1,1
24380,0.882,419,1,1,0,0,2,53,0,50,5,14,4,3,8,3,16,1,1
24381,0.121,70,6,1,1,32,0,23,0,106,5,10,2,1,7,4,14,1,1
24382,0.243,361,3,1,0,34,1,48,0,50,5,10,4,3,7,4,15,0,1
24383,0.079,453,4,1,0,32,2,59,0,55,5,10,4,3,7,2,7,1,1
24384,0.6659999999999999,219,7,0,0,32,0,58,0,80,5,4,4,3,2,2,18,1,1
24385,0.586,60,8,0,0,32,1,26,0,76,5,3,4,3,2,2,15,0,1
24386,0.665,500,6,1,0,30,2,61,0,50,8,6,4,1,1,4,11,1,1
24387,0.083,230,5,0,0,34,0,37,0,57,3,9,2,1,3,5,10,1,1
24388,0.05,213,2,0,0,39,0,70,0,51,5,16,4,3,9,3,16,2,1
24389,0.8140000000000001,194,5,1,0,32,1,36,0,64,5,3,4,3,3,1,16,1,1
24390,0.9159999999999999,715,8,1,0,29,1,79,0,50,5,13,4,3,6,5,15,2,1
24391,0.18100000000000002,165,2,1,0,20,0,31,0,100,5,10,2,1,7,4,20,1,1
24392,0.039,197,0,0,0,32,1,36,0,51,4,12,2,1,5,4,17,1,1
24393,0.499,184,0,1,1,32,1,35,1,57,5,7,4,3,5,2,20,0,1
24394,0.083,85,8,1,1,32,0,25,1,68,5,8,4,3,5,4,6,1,1
24395,0.17,565,3,1,0,32,1,65,0,51,5,8,4,3,7,2,10,2,1
24396,0.28600000000000003,210,7,1,0,32,0,42,0,85,7,10,5,1,5,5,18,1,1
24397,0.166,465,0,0,0,39,0,81,1,62,5,7,4,3,4,2,16,0,1
24398,0.9159999999999999,237,6,0,0,32,1,38,0,64,4,10,4,3,4,4,13,1,1
24399,0.032,94,8,0,1,34,1,27,0,72,5,6,4,1,3,2,18,1,1
24400,0.083,477,3,1,0,32,2,60,0,50,5,11,2,1,8,5,19,1,1
24401,0.75,687,2,1,0,39,0,78,0,55,5,9,4,3,7,5,15,1,1
24402,1.0,138,2,0,0,0,2,30,0,57,5,5,4,3,3,2,8,1,1
24403,0.275,139,5,1,0,32,2,31,0,80,7,6,4,1,3,4,1,1,1
24404,0.42,477,6,1,0,0,2,58,0,50,5,20,4,3,9,3,8,0,1
24405,0.41600000000000004,465,1,1,0,32,2,57,0,50,2,14,4,3,8,5,14,0,1
24406,0.423,241,6,1,0,44,1,39,0,60,2,21,4,3,9,3,10,2,1
24407,0.196,523,3,1,0,39,0,63,1,50,5,16,2,1,9,3,15,0,1
24408,0.833,302,1,0,0,32,1,47,1,82,5,9,4,3,6,4,16,0,1
24409,0.06,102,6,0,0,32,1,27,0,107,5,4,4,3,3,1,11,1,1
24410,0.75,423,3,1,0,32,2,57,0,58,4,13,2,1,5,3,8,1,1
24411,0.499,212,4,1,0,32,1,45,0,72,5,5,4,1,3,2,13,1,1
24412,0.583,224,3,0,1,32,1,36,0,68,5,3,4,3,4,2,14,1,1
24413,0.39899999999999997,152,2,1,0,32,2,31,0,57,1,22,4,3,9,3,10,0,1
24414,0.9159999999999999,435,7,0,1,32,1,54,0,90,5,7,5,1,4,4,11,1,1
24415,0.114,575,0,0,0,32,0,70,1,50,5,6,4,3,4,2,12,0,1
24416,0.25,283,4,0,0,20,0,41,0,50,3,13,5,3,7,3,17,1,1
24417,0.6659999999999999,195,8,1,0,0,0,34,0,100,5,3,1,3,0,1,4,0,1
24418,0.083,255,3,1,0,32,0,42,0,58,6,16,5,3,9,4,11,0,1
24419,0.499,540,0,1,0,39,0,67,0,50,5,14,4,3,9,3,20,0,1
24420,0.25,484,8,0,0,32,1,64,1,80,5,9,4,3,5,5,11,1,1
24421,0.833,76,8,0,1,32,1,27,0,72,5,8,4,1,3,4,14,1,1
24422,0.25,132,6,1,1,32,1,30,0,95,5,5,4,1,3,2,20,1,1
24423,0.5920000000000001,111,5,1,1,32,1,27,0,90,5,7,4,3,7,2,9,1,1
24424,0.166,153,3,1,0,32,0,31,0,76,4,10,2,1,5,4,15,1,1
24425,0.273,159,0,0,0,34,1,31,0,74,5,4,4,3,4,1,15,1,1
24426,0.166,74,7,0,1,34,1,33,0,80,5,3,4,3,2,1,16,1,1
24427,0.7509999999999999,307,6,1,0,0,0,54,0,65,5,21,4,3,9,3,16,0,1
24428,0.249,178,2,1,1,34,1,33,0,57,1,10,4,3,8,2,11,2,1
24429,0.9159999999999999,186,6,1,0,25,1,33,0,72,5,3,4,3,3,1,16,1,1
24430,0.185,72,0,0,0,32,1,28,0,106,5,2,4,3,3,1,9,1,1
24431,0.161,300,0,0,0,32,0,60,0,62,5,7,4,3,6,2,18,0,1
24432,0.27699999999999997,181,1,1,0,32,2,34,0,80,5,10,2,1,6,4,1,2,1
24433,0.98,551,0,0,0,39,0,65,0,50,5,7,2,1,5,2,15,1,1
24434,0.044000000000000004,567,3,1,0,39,0,65,0,50,5,17,4,3,9,3,9,2,1
24435,0.446,415,8,1,0,32,1,60,0,95,5,2,1,3,2,2,15,1,1
24436,0.267,212,8,1,0,32,1,37,0,80,5,9,5,1,6,4,16,1,1
24437,0.166,130,4,0,1,32,1,42,0,90,5,3,4,3,3,1,14,1,1
24438,0.499,636,1,1,1,39,0,72,0,65,7,13,2,1,7,5,9,0,1
24439,0.499,439,7,0,0,32,2,60,0,57,5,0,1,3,1,1,17,1,1
24440,0.6729999999999999,382,2,1,0,32,1,50,0,50,5,12,4,3,8,5,17,1,1
24441,0.032,443,4,1,0,39,0,77,0,50,5,12,4,3,8,5,8,1,1
24442,0.105,31,8,0,1,10,1,23,0,90,5,0,1,3,0,1,11,1,1
24443,0.499,442,5,1,0,0,2,55,0,140,5,11,4,3,8,5,8,1,1
24444,0.935,103,4,1,0,32,1,33,0,118,5,5,4,1,2,2,16,1,1
24445,0.833,429,1,1,0,32,1,55,0,50,0,9,4,3,6,4,16,1,1
24446,0.499,237,3,1,0,32,1,40,0,50,5,5,4,3,4,2,19,1,1
24447,0.327,267,3,0,1,32,0,44,0,50,7,4,4,3,4,4,11,1,1
24448,0.736,339,2,0,1,0,2,46,0,68,5,9,2,1,5,4,14,1,1
24449,0.249,396,0,1,0,32,0,53,0,50,6,19,2,1,5,3,17,2,1
24450,0.106,79,4,0,1,32,1,27,0,100,5,3,4,3,3,1,17,1,1
24451,0.027000000000000003,105,8,1,1,32,1,27,0,76,5,4,1,3,3,2,16,1,1
24452,0.344,469,5,1,0,32,2,57,0,50,5,6,4,3,6,2,14,1,1
24453,0.027999999999999997,321,1,1,0,32,2,47,0,50,7,12,2,1,6,5,16,1,1
24454,0.912,141,2,0,1,32,0,29,0,54,5,8,2,1,5,2,15,2,1
24455,0.469,587,0,1,0,39,0,74,0,50,5,18,5,3,9,3,2,2,1
24456,0.41,292,4,1,0,30,2,47,0,95,1,15,5,3,8,3,13,0,1
24457,0.083,138,1,1,1,32,1,29,0,57,5,14,2,1,8,5,18,0,1
24458,0.833,198,2,0,0,32,0,37,1,73,5,4,4,3,3,2,17,1,1
24459,0.833,286,0,1,1,32,2,43,0,50,5,9,2,1,5,2,15,1,1
24460,0.442,324,2,1,0,44,0,45,0,50,8,10,2,1,3,0,13,1,1
24461,0.28,380,5,1,0,34,1,51,0,50,5,11,2,1,7,4,11,1,1
24462,0.833,519,2,0,0,39,0,62,0,50,5,10,2,1,6,4,12,1,1
24463,0.9640000000000001,534,0,1,0,39,0,63,0,58,7,11,2,1,6,4,8,2,1
24464,0.5,354,1,1,0,32,3,48,0,50,4,16,2,1,8,3,12,2,1
24465,0.249,134,7,0,1,32,1,29,0,54,5,4,4,3,2,2,13,1,1
24466,1.0,359,2,1,1,32,2,50,0,50,1,23,4,3,9,3,7,0,1
24467,0.044000000000000004,301,7,1,0,32,2,44,0,50,3,11,4,3,5,3,8,1,1
24468,0.249,346,4,1,0,34,0,59,1,50,5,15,4,3,9,3,16,0,1
24469,0.166,277,5,1,0,32,1,41,0,85,4,13,2,1,4,3,10,1,1
24470,0.155,533,5,1,0,29,3,62,0,50,8,10,5,1,3,0,17,1,1
24471,0.7490000000000001,154,0,1,0,32,1,33,0,72,1,12,2,1,7,4,19,1,1
24472,0.7879999999999999,125,6,1,1,25,1,28,0,72,5,4,4,1,3,2,17,1,1
24473,0.882,243,4,1,0,0,2,50,0,80,5,6,4,3,4,4,13,1,1
24474,0.003,72,1,1,1,32,0,24,0,80,2,12,5,1,8,4,15,0,1
24475,0.5,228,6,1,0,32,0,37,1,50,7,14,5,1,6,3,15,1,1
24476,0.26,191,6,0,0,32,0,34,1,95,5,6,4,3,4,4,6,1,1
24477,0.25,230,1,0,0,32,2,40,0,67,5,12,5,3,8,4,8,1,1
24478,0.083,283,4,1,0,32,1,45,0,51,5,8,4,3,5,4,16,2,1
24479,0.9159999999999999,129,8,1,0,27,2,29,0,72,8,8,4,1,0,0,19,1,1
24480,0.5770000000000001,26,0,1,1,5,1,21,0,90,5,13,2,1,8,4,16,0,1
24481,0.079,284,8,0,0,0,2,48,0,51,5,3,1,3,3,2,3,1,1
24482,0.174,494,8,0,0,39,0,73,1,50,5,14,4,1,5,3,8,2,1
24483,0.024,379,8,1,0,32,1,51,0,95,5,7,4,1,3,4,11,1,1
24484,0.75,264,7,1,1,32,2,46,0,50,6,10,4,3,4,5,13,1,1
24485,0.166,427,0,1,0,32,1,53,0,51,5,5,4,3,3,2,20,2,1
24486,0.243,832,5,0,0,39,0,87,1,50,5,5,4,3,4,2,17,0,1
24487,0.41600000000000004,219,1,0,0,32,1,37,0,85,3,11,2,1,5,5,3,2,1
24488,0.9309999999999999,195,1,0,0,32,2,37,0,51,5,9,4,3,7,2,16,1,1
24489,0.6659999999999999,168,7,1,1,32,1,32,0,85,5,7,4,3,5,4,3,1,1
24490,0.833,488,7,1,0,27,2,62,0,81,8,6,4,1,4,4,20,1,1
24491,0.33299999999999996,411,6,1,1,32,1,55,0,80,5,5,1,3,4,4,19,1,1
24492,0.46299999999999997,189,5,1,1,32,1,34,0,51,5,11,5,3,8,4,10,1,1
24493,0.499,134,8,1,1,32,1,29,0,80,2,6,4,3,7,2,13,2,1
24494,0.188,139,4,1,0,32,0,29,0,80,5,10,2,1,6,5,18,1,1
24495,0.8490000000000001,338,8,1,0,32,1,46,1,50,5,6,1,3,5,4,8,1,1
24496,0.93,454,3,1,0,32,1,59,0,50,5,13,2,1,8,5,12,2,1
24497,0.002,24,1,1,0,32,1,49,0,95,5,9,4,3,5,2,9,1,1
24498,0.7490000000000001,498,4,1,0,32,1,60,1,50,5,8,4,3,7,4,15,1,1
24499,0.099,170,8,1,0,34,1,32,0,85,5,5,1,3,5,4,11,1,1
24500,0.043,438,2,1,0,32,2,56,0,52,7,14,5,3,9,5,12,1,1
24501,0.33299999999999996,243,3,0,1,32,2,41,0,50,6,10,4,3,2,5,20,1,1
24502,0.583,132,8,0,1,32,1,29,0,54,5,0,1,3,1,1,14,1,1
24503,0.166,611,2,0,0,44,0,70,0,50,5,9,4,3,6,4,15,1,1
24504,0.285,203,7,1,0,32,1,35,0,50,5,4,4,3,2,1,6,1,1
24505,0.214,109,4,0,1,10,1,27,1,80,5,5,4,3,3,2,17,0,1
24506,0.5,172,4,0,1,32,0,37,0,85,5,8,4,3,6,2,19,1,1
24507,0.5,424,4,1,0,32,3,56,0,50,8,5,4,1,2,4,15,1,1
24508,0.083,323,3,0,0,32,2,46,0,62,5,17,4,3,9,3,16,0,1
24509,0.6579999999999999,78,1,0,1,32,1,30,0,95,5,3,4,3,3,4,17,1,1
24510,0.583,237,2,1,1,32,0,38,0,85,5,4,4,3,4,1,20,1,1
24511,0.174,183,0,1,0,32,1,34,0,51,0,11,2,1,6,4,13,1,1
24512,0.109,595,1,0,0,29,2,77,0,57,7,8,4,3,7,2,1,1,1
24513,0.726,439,8,1,0,23,1,57,1,50,5,3,4,1,3,2,12,1,1
24514,0.583,490,4,0,1,32,0,66,0,50,5,4,4,3,2,1,13,1,1
24515,0.128,65,8,1,0,32,1,37,0,90,5,6,4,3,3,2,19,1,1
24516,0.166,172,6,1,0,32,0,33,0,54,7,13,2,1,7,5,16,0,1
24517,0.33,583,0,0,1,39,0,71,1,52,7,7,4,3,4,2,16,0,1
24518,0.25,194,3,1,0,0,2,35,0,54,1,9,4,3,8,2,16,1,1
24519,0.513,291,4,1,0,30,2,42,0,50,8,5,4,1,1,4,16,1,1
24520,0.135,179,6,1,0,32,0,33,0,60,7,12,4,3,7,5,19,0,1
24521,0.5,339,0,1,0,0,2,49,0,57,5,10,4,3,7,4,17,0,1
24522,0.249,385,8,0,0,32,0,53,1,50,5,7,1,3,6,5,17,1,1
24523,0.083,472,1,1,0,32,2,57,0,50,2,3,5,3,1,1,7,2,1
24524,0.21100000000000002,434,0,0,0,32,2,56,0,50,3,8,2,1,3,4,13,1,1
24525,0.9159999999999999,155,6,1,1,32,1,32,0,90,1,22,4,3,9,3,17,0,1
24526,0.6659999999999999,77,1,0,0,32,0,30,0,85,5,10,2,1,6,4,9,0,1
24527,0.33299999999999996,360,1,1,0,34,0,48,0,50,5,13,4,3,7,5,18,1,1
24528,0.083,323,8,1,0,32,1,45,0,50,5,7,1,3,4,5,9,1,1
24529,0.6890000000000001,306,3,1,1,32,2,43,0,62,5,10,2,1,7,4,15,1,1
24530,0.447,281,6,1,0,34,1,41,0,50,0,12,4,3,6,3,8,1,1
24531,0.083,176,4,1,0,32,1,32,0,60,5,7,4,3,4,2,20,1,1
24532,0.034,133,2,1,1,32,0,29,0,60,5,8,2,1,5,2,20,1,1
24533,0.499,226,0,1,1,32,1,37,0,50,1,13,4,3,9,4,3,1,1
24534,0.41600000000000004,211,5,1,0,34,1,49,0,95,6,11,4,3,4,3,16,1,1
24535,0.040999999999999995,227,0,1,0,27,2,38,0,100,8,10,2,1,1,0,20,1,1
24536,0.083,585,6,0,0,39,0,68,0,50,5,5,4,3,2,2,15,1,1
24537,0.33299999999999996,366,2,1,0,39,0,81,0,50,5,9,4,3,6,4,15,0,1
24538,0.531,519,1,1,1,32,1,70,0,50,1,15,4,3,9,5,5,0,1
24539,0.48,430,0,0,1,34,1,56,0,50,5,8,4,3,6,2,18,0,1
24540,0.25,169,1,0,0,32,2,46,0,50,2,13,5,3,9,5,17,1,1
